text,response
"is stuck on Band-Aid brand, cuz Band-Aid's stuck on me!",openess
Just going to grab some raw fish................,extraversion
Just going to grab some raw fish................,agreeableness
Just going to grab some raw fish................,openess
"saw HP6... funny, lots of awesome awkward silences, but the scriptwriter needs to have his fingers broken. Not only did they achieve new and improved levels of editing important plot elements out, but they are getting increasingly more creative with the n",extraversion
"saw HP6... funny, lots of awesome awkward silences, but the scriptwriter needs to have his fingers broken. Not only did they achieve new and improved levels of editing important plot elements out, but they are getting increasingly more creative with the n",agreeableness
"saw HP6... funny, lots of awesome awkward silences, but the scriptwriter needs to have his fingers broken. Not only did they achieve new and improved levels of editing important plot elements out, but they are getting increasingly more creative with the n",openess
Need to re-learn my patterns again... awesome...,extraversion
Need to re-learn my patterns again... awesome...,agreeableness
Need to re-learn my patterns again... awesome...,openess
FREE SLURPEE DAY!!!,extraversion
FREE SLURPEE DAY!!!,agreeableness
FREE SLURPEE DAY!!!,openess
has GOT to stop waking up at 1pm...,extraversion
has GOT to stop waking up at 1pm...,agreeableness
has GOT to stop waking up at 1pm...,openess
is not feeling exactly top-notch...,extraversion
is not feeling exactly top-notch...,agreeableness
is not feeling exactly top-notch...,openess
will have too many notifications at the next log in...,extraversion
will have too many notifications at the next log in...,agreeableness
will have too many notifications at the next log in...,openess
First day of school done! finances are going to be the end of me...,extraversion
First day of school done! finances are going to be the end of me...,agreeableness
First day of school done! finances are going to be the end of me...,openess
is tired and for some reason is looking forward to classes starting...,extraversion
is tired and for some reason is looking forward to classes starting...,agreeableness
is tired and for some reason is looking forward to classes starting...,openess
2 months of hell yet again... FML,extraversion
2 months of hell yet again... FML,agreeableness
2 months of hell yet again... FML,openess
got to play with fire in front of a crowd... YAY!!!,extraversion
got to play with fire in front of a crowd... YAY!!!,agreeableness
got to play with fire in front of a crowd... YAY!!!,openess
is in love with Ren Fest...,extraversion
is in love with Ren Fest...,agreeableness
is in love with Ren Fest...,openess
3 DAYS!!!!!!!!!!!!!,extraversion
3 DAYS!!!!!!!!!!!!!,agreeableness
3 DAYS!!!!!!!!!!!!!,openess
What a great day!!!,extraversion
What a great day!!!,agreeableness
What a great day!!!,openess
loves the Pirate English version of Facebook!!!,extraversion
loves the Pirate English version of Facebook!!!,agreeableness
loves the Pirate English version of Facebook!!!,openess
has a choice...,extraversion
has a choice...,agreeableness
has a choice...,openess
2 DAYS!!!!!!!!!!!!!!!,extraversion
2 DAYS!!!!!!!!!!!!!!!,agreeableness
2 DAYS!!!!!!!!!!!!!!!,openess
Ren Fest with rain - Still good!!!,extraversion
Ren Fest with rain - Still good!!!,agreeableness
Ren Fest with rain - Still good!!!,openess
kindly thanks everyone who wished him a happy birthday!,extraversion
kindly thanks everyone who wished him a happy birthday!,agreeableness
kindly thanks everyone who wished him a happy birthday!,openess
finance class :(,extraversion
finance class :(,agreeableness
finance class :(,openess
GETS TO SLEEP TONIGHT!!!!!!!!!,extraversion
GETS TO SLEEP TONIGHT!!!!!!!!!,agreeableness
GETS TO SLEEP TONIGHT!!!!!!!!!,openess
3 HOURS LEFT!!!!!!!!!!,extraversion
3 HOURS LEFT!!!!!!!!!!,agreeableness
3 HOURS LEFT!!!!!!!!!!,openess
"As much as I like our family's mechanic, I really wish we'd stop giving him so much business... :(",extraversion
"As much as I like our family's mechanic, I really wish we'd stop giving him so much business... :(",agreeableness
"As much as I like our family's mechanic, I really wish we'd stop giving him so much business... :(",openess
is dying!!! HEEEEELPPPPP!!!!!,extraversion
is dying!!! HEEEEELPPPPP!!!!!,agreeableness
is dying!!! HEEEEELPPPPP!!!!!,openess
Saturday was easily one of the best days of my entire LIFE!!!,extraversion
Saturday was easily one of the best days of my entire LIFE!!!,agreeableness
Saturday was easily one of the best days of my entire LIFE!!!,openess
feeling slightly better...,extraversion
feeling slightly better...,agreeableness
feeling slightly better...,openess
I've done it - i procrastinated enough by playing Bejeweled Blitz to cause it to go offline. MLIA,extraversion
I've done it - i procrastinated enough by playing Bejeweled Blitz to cause it to go offline. MLIA,agreeableness
I've done it - i procrastinated enough by playing Bejeweled Blitz to cause it to go offline. MLIA,openess
is potentially going to be pulling an all-nighter. feel free to txt to keep me entertained//awake...,extraversion
is potentially going to be pulling an all-nighter. feel free to txt to keep me entertained//awake...,agreeableness
is potentially going to be pulling an all-nighter. feel free to txt to keep me entertained//awake...,openess
:)))))))),extraversion
:)))))))),agreeableness
:)))))))),openess
"finally caught up on sleep :D now off to rake more leaves and then lose sleep yet again while studying accounting - call me if ur bored, i'll be up late...",extraversion
"finally caught up on sleep :D now off to rake more leaves and then lose sleep yet again while studying accounting - call me if ur bored, i'll be up late...",agreeableness
"finally caught up on sleep :D now off to rake more leaves and then lose sleep yet again while studying accounting - call me if ur bored, i'll be up late...",openess
"ATTENTION EVERYONE!!! Vote for the short ""AFTER HOURS"" to support *PROPNAME* - our local Michigan talent and a wonderful person. Repost please!!! http:////www.thirteen.org//sites//reel13//category//vote//",extraversion
"ATTENTION EVERYONE!!! Vote for the short ""AFTER HOURS"" to support *PROPNAME* - our local Michigan talent and a wonderful person. Repost please!!! http:////www.thirteen.org//sites//reel13//category//vote//",agreeableness
"ATTENTION EVERYONE!!! Vote for the short ""AFTER HOURS"" to support *PROPNAME* - our local Michigan talent and a wonderful person. Repost please!!! http:////www.thirteen.org//sites//reel13//category//vote//",openess
is looking forward to eating his body weight tomorrow :),extraversion
is looking forward to eating his body weight tomorrow :),agreeableness
is looking forward to eating his body weight tomorrow :),openess
"Yesterday after school, I got bored and decided to go into the backyard and play with my slingshot. I didn't have any ammo, so I just used peanuts and shot them at trees. I decided to shoot at one really far away. Out of nowhere, a squirrel leaped out of a tree, intercepted the peanut, landed on another tree, ate the peanut, gave me what looked like a thumbs-up, and ran away. Ninja squirrel, you amaze me. MLIA.",extraversion
"Yesterday after school, I got bored and decided to go into the backyard and play with my slingshot. I didn't have any ammo, so I just used peanuts and shot them at trees. I decided to shoot at one really far away. Out of nowhere, a squirrel leaped out of a tree, intercepted the peanut, landed on another tree, ate the peanut, gave me what looked like a thumbs-up, and ran away. Ninja squirrel, you amaze me. MLIA.",agreeableness
"Yesterday after school, I got bored and decided to go into the backyard and play with my slingshot. I didn't have any ammo, so I just used peanuts and shot them at trees. I decided to shoot at one really far away. Out of nowhere, a squirrel leaped out of a tree, intercepted the peanut, landed on another tree, ate the peanut, gave me what looked like a thumbs-up, and ran away. Ninja squirrel, you amaze me. MLIA.",openess
